city,date,fare,ride_id
Millerton,2017-03-02 10:41:55,27.48,0155836413989
Lake Melissaview,2017-10-17 19:51:04,20.49,4788804535008
Lisaport,2017-02-24 09:21:08,44.34,8851697480666
South Jameshaven,2017-03-13 01:11:23,25.83,8115114746842
Josephmouth,2017-12-07 04:48:53,35.31,0626744334425
Gailstad,2017-09-03 17:36:24,38.33,8463181164787
Stevenmouth,2017-08-26 07:31:16,18.43,5733142859032
Jamesview,2017-04-04 18:57:21,17.29,2367816969609
East Emily,2017-09-18 17:59:10,15.09,9295529279575
South Charlesport,2017-02-01 17:34:03,20.63,4209547379808
South Jameshaven,2017-07-04 12:20:58,25.2,9970257437595
Katherinebury,2017-01-05 00:30:28,35.62,1548336769431
East Emily,2017-03-30 19:10:04,22.59,7662375856724
South Davidfort,2017-12-04 00:56:45,13.82,8309431315472
Port Luke,2017-01-23 05:47:42,43.25,4208832094709
Bellfort,2017-10-12 02:18:23,23.02,9339577046205
South Charlesport,2017-10-13 17:26:56,6.08,7986396320652
Lake Cynthia,2017-04-19 11:32:39,24.94,6925056208658
Lake Melissaview,2017-02-14 08:56:30,20.66,8829910765227
Port Luke,2017-11-22 17:09:54,32.55,0099198926056
Youngberg,2017-05-19 22:31:15,17.9,9493599463348
Michaelside,2017-10-17 08:37:03,35.3,5450166853982
Josephmouth,2017-02-16 05:32:28,27.41,9404840106037
Dennisborough,2017-01-30 23:12:15,37.7,4687653014354
Youngberg,2017-06-27 05:24:49,15.43,6746658085474
North Ashley,2017-02-26 19:45:40,7.28,8597416077822
Youngberg,2017-01-10 00:38:32,24.41,5545945390045
Port Misty,2017-09-02 12:23:56,31.06,1737698414435
Kevinmouth,2017-01-26 13:20:37,33.81,1996008560242
Davidfurt,2017-08-26 20:13:51,22.56,2259959451786
Davidtown,2017-09-18 19:28:55,43.76,4597199914325
Port Misty,2017-09-11 03:19:18,29.4,3931598550783
Lake Kennethbury,2017-05-02 01:17:56,31.32,7171795058996
East Lanceshire,2017-08-15 12:05:13,29.0,6219865413359
Jamiebury,2017-05-03 17:31:12,20.15,9320330023250
Port Lisaport,2017-10-17 02:22:28,4.98,4125728046782
Davidtown,2017-01-14 01:59:03,22.25,1037185081530
West Mark,2017-09-26 15:19:35,5.61,2458194074730
Alexborough,2017-09-13 14:20:48,19.63,4016241149435
Lake Nicholaston,2017-04-17 14:02:36,41.1,2406063156360
Burgessside,2017-08-11 04:12:21,5.22,6574686237752
Johnsonmouth,2017-08-17 17:54:47,38.2,9514153930073
East Lanceshire,2017-04-04 15:58:33,13.31,3093960083975
Port Luke,2017-08-16 15:02:47,26.16,5691295138230
Lisaport,2017-04-06 00:17:46,35.56,5007070066580
Paulton,2017-09-15 18:20:46,29.35,5578564132628
Michelehaven,2017-02-25 09:38:17,8.94,6487530924176
Lisaport,2017-02-20 10:39:38,34.84,8656545888225
North Troy,2017-10-31 13:39:03,15.92,5288840198704
Sharonton,2017-08-24 11:15:15,39.69,8058668232327
Sharonton,2017-06-11 11:54:46,8.07,0045795619907
Davidtown,2017-08-14 23:29:00,10.06,8952283256020
Stevenmouth,2017-11-18 09:29:27,12.12,5022600848269
North Steve,2017-01-26 19:44:14,40.14,2495373569236
New Melissa,2017-05-30 14:49:40,34.99,3112925641026
West Wendyborough,2017-10-14 03:11:03,39.37,6514867278808
East Lanceshire,2017-10-20 06:49:16,13.73,8794667845860
West Wendyborough,2017-02-03 10:35:35,13.71,2303897995182
North Ashley,2017-09-20 03:30:45,4.47,4901439941024
Lake Melissaview,2017-09-29 02:40:12,42.77,1943382954280
West Wendyborough,2017-07-30 17:54:43,30.34,4659849020739
Matthewmouth,2017-05-29 12:47:30,5.48,2153669847368
Paulton,2017-11-15 11:15:14,28.86,4114894570078
Port Jameschester,2017-02-07 12:56:29,19.98,6563195188709
Jamiebury,2017-02-08 15:20:14,41.97,9098107201087
Lake Kennethbury,2017-12-02 12:30:08,14.52,0997930162802
Duranmouth,2017-02-01 09:37:45,24.64,8918873373218
East Lanceshire,2017-06-24 08:33:10,15.81,1831457639760
Lake Cynthia,2017-10-08 13:28:25,20.06,9951140833502
Lisaport,2017-04-05 15:00:36,17.78,0664952887449
New Danielle,2017-09-22 01:29:48,15.13,5039087844998
Josephmouth,2017-10-08 15:29:52,31.48,9696906773479
Michelehaven,2017-01-28 18:35:58,4.36,6342751395979
Kimberlyfort,2017-08-12 10:22:25,28.11,6836908666154
Lake Melissaview,2017-11-01 04:10:52,7.93,5373581590679
East Lanceshire,2017-07-19 14:36:02,10.25,0739012948429
Foxfort,2017-09-09 22:22:30,32.54,4249425389642
Jamiebury,2017-08-31 12:53:16,33.86,6757565730517
Rodriguezchester,2017-01-04 05:23:40,13.34,2847594389931
Kingshire,2017-02-09 05:57:31,8.79,4549956183963
Gailstad,2017-03-13 21:32:35,13.21,6256929509580
Port Tyler,2017-04-18 13:31:17,22.59,3521922477376
New Danielle,2017-06-02 18:24:27,42.72,2988251009554
Port Jameschester,2017-06-02 17:09:23,10.5,2111482610859
Sandersmouth,2017-09-04 10:21:25,9.69,3619319235378
Paulton,2017-05-26 19:56:39,22.07,7235502056870
Jamesview,2017-12-02 21:15:56,12.41,9746858322369
Rodriguezchester,2017-01-21 04:56:22,33.41,4670835026672
Paulton,2017-10-21 11:03:21,44.24,7667173481635
Rodriguezchester,2017-09-27 07:45:35,10.38,4004343092209
Swansonborough,2017-09-02 07:47:24,33.59,3307620394913
Michelehaven,2017-07-16 19:56:25,31.01,7158345803718
Stevenmouth,2017-11-16 16:47:04,21.3,2794891091350
Kingshire,2017-04-21 00:56:17,18.29,6941054084353
Matthewmouth,2017-03-30 20:59:06,34.73,1994655200450
Josephmouth,2017-01-20 19:49:19,11.0,4191174228645
Paulton,2017-04-07 16:09:05,43.11,1995650689851
Rodriguezchester,2017-05-11 04:01:53,36.13,6448137003565
South Jameshaven,2017-03-10 20:58:02,38.64,8456988914648
West Mark,2017-07-22 05:10:57,15.9,7452258206308
West Sarashire,2017-07-25 01:30:18,20.03,8346090642471
Alexborough,2017-06-21 12:32:08,19.39,0202899227845
South Breanna,2017-04-05 16:31:55,32.32,7165813464715
Matthewmouth,2017-03-11 10:28:15,36.46,1905332725401
Lake Melissaview,2017-11-07 12:23:30,5.65,6073650486016
Katherinebury,2017-05-19 09:52:58,5.5,9984469054679
Sharonton,2017-03-09 09:03:24,26.0,8986183690141
Lake Nicholaston,2017-01-26 21:51:53,41.49,9914627040176
Port Roberttown,2017-01-04 14:22:22,21.83,6661178016305
Alexborough,2017-01-18 04:09:24,28.54,5916736006351
North Troy,2017-10-04 05:48:43,6.0,1768842940081
North Troy,2017-07-07 10:47:13,35.78,0330532842138
Katherinebury,2017-05-25 07:29:11,44.88,9930007733124
Port Misty,2017-03-30 09:31:27,42.35,3291325102853
Duranmouth,2017-01-02 02:26:00,22.83,2089442014880
Campbellburgh,2017-08-25 09:57:54,14.26,2335183948503
Millerton,2017-08-19 15:34:53,21.61,2133294274111
Lake Kennethbury,2017-09-15 12:12:11,17.79,0260406855592
Kimberlyfort,2017-04-08 12:17:21,41.4,2163652808047
Swansonborough,2017-01-06 04:41:42,5.93,6237627893034
Port Misty,2017-03-30 00:02:56,6.06,5192461709068
Butlerville,2017-07-09 12:18:45,39.65,4650410340799
Michelehaven,2017-10-30 01:02:13,35.6,7939381082905
West Mark,2017-10-17 18:23:10,19.42,0598900916021
Dennisborough,2017-06-14 14:52:05,7.29,7697840215409
Port Lisaport,2017-04-06 17:58:08,43.09,9605628850474
Matthewmouth,2017-07-19 02:14:30,41.34,3378822370425
Kimberlyfort,2017-07-05 19:36:56,39.77,0684857617187
Alexborough,2017-07-13 04:58:43,15.88,8019383505547
Port Luke,2017-05-02 23:28:20,25.12,2319105059171
Port Jameschester,2017-09-02 10:55:06,27.13,3789877465569
Port Roberttown,2017-08-10 18:35:05,9.4,0156802564773
West Wendyborough,2017-10-26 21:00:28,5.04,0529868124340
North Steve,2017-04-04 16:25:00,31.3,9356573667647
Youngberg,2017-01-03 18:57:03,25.63,8960703566345
Michelehaven,2017-08-28 16:25:03,43.98,5186652346316
South Davidfort,2017-09-24 11:17:27,38.93,8437124054817
Port Luke,2017-06-03 05:50:18,14.95,3523414037631
Rodriguezchester,2017-11-12 14:20:50,31.16,9908658876378
Michelehaven,2017-02-10 14:55:32,40.6,4156040660967
Stevenmouth,2017-08-31 01:48:57,44.18,6710568726932
New Heather,2017-06-05 05:25:27,15.65,2556838073993
West Wendyborough,2017-06-10 19:11:57,24.36,1439104915788
Michaelside,2017-01-24 03:23:34,4.9,4044886035486
North Troy,2017-07-22 13:33:38,29.39,5772490478045
East Lanceshire,2017-05-14 13:41:00,32.27,2325767881739
Kingshire,2017-09-03 13:47:26,6.96,3286148890629
Dennisborough,2017-08-16 01:43:25,29.0,8472280731783
New Melissa,2017-11-28 20:02:17,14.97,6569021990010
Rodriguezchester,2017-02-18 12:52:17,18.4,6204965324643
Andrewsborough,2017-02-09 10:56:41,16.76,5128330305826
East Kellyshire,2017-09-27 22:56:21,4.34,9445018904673
Foxfort,2017-08-10 22:49:33,42.34,8583546147153
South Davidfort,2017-08-17 23:31:14,27.04,2404445462177
Swansonborough,2017-06-09 14:08:43,31.87,8304588203177
Davidtown,2017-04-17 07:29:48,32.7,9596819830651
Johnsonmouth,2017-03-18 08:57:24,16.35,0170835798479
Stevenmouth,2017-11-06 16:15:09,40.66,6673578217435
Port Tyler,2017-04-09 19:36:35,44.2,9581475701285
East Emily,2017-09-02 19:53:53,21.01,9974454669469
West Heatherburgh,2017-09-16 05:17:43,5.46,5055424819733
Butlerville,2017-01-12 12:28:44,40.83,6514481702451
Matthewmouth,2017-08-15 00:55:55,34.86,4547801641354
South Davidfort,2017-01-16 15:29:43,10.67,9569376080258
New Heather,2017-12-09 16:28:55,38.44,9929389385496
Port Jameschester,2017-02-22 22:19:35,11.08,0690507562622
Lisaport,2017-04-25 22:45:34,19.44,5105957549109
Lake Melissaview,2017-08-26 14:23:22,6.02,1808083996796
East Kellyshire,2017-09-18 12:44:13,26.02,1340871028857
Sharonton,2017-06-09 01:51:33,42.39,0067230578853
North Ashley,2017-11-03 20:13:10,38.8,8426914997915
Johnsonmouth,2017-02-10 02:40:26,28.44,5868551257169
North Steve,2017-07-12 01:43:12,42.58,1060246305498
Lisaport,2017-11-17 05:12:13,16.72,9122624927967
Lisaport,2017-03-08 09:15:06,14.57,1542419304373
Swansonborough,2017-07-14 06:49:04,36.37,1001672135860
Foxfort,2017-05-05 23:22:08,18.75,4287038211684
Johnsonview,2017-02-03 20:17:54,13.49,0070482797941
Rodriguezchester,2017-09-15 05:03:39,29.88,4050114705274
Port Roberttown,2017-04-15 05:30:00,6.84,0710523391126
Catherineland,2017-05-15 14:04:26,8.52,4022240843540
East Emily,2017-05-08 01:26:19,18.08,5857756705063
South Charlesport,2017-03-22 22:11:41,37.94,1594411560554
Sandersmouth,2017-03-11 16:28:52,43.16,5739559555659
Rodriguezchester,2017-09-23 07:39:00,37.42,8692384573946
Kimberlyfort,2017-09-15 02:45:22,26.13,1273400086762
North Steve,2017-02-16 01:24:57,11.54,4146170150384
Lisaport,2017-03-26 06:39:12,42.22,5925240376775
Davidtown,2017-06-18 07:08:21,5.93,7390962148753
New Melissa,2017-04-28 01:00:53,4.61,4754842962991
Turnermouth,2017-01-27 09:58:40,15.67,1199228327194
North Steve,2017-04-25 21:49:45,21.17,2855717924952
Gailstad,2017-10-31 00:31:20,20.29,9325985610541
Josephmouth,2017-07-25 08:05:12,30.46,2921826185628
Kimberlyfort,2017-06-13 03:48:47,35.43,2480887749731
West Mark,2017-10-14 21:45:48,27.84,0403669916949
Dennisborough,2017-01-26 20:12:36,22.71,4231073297776
Foxfort,2017-04-18 05:39:13,38.04,3652218808373
Catherineland,2017-03-13 14:02:45,44.35,8255269086797
Lisaport,2017-02-17 05:07:50,28.86,2813380021620
Stevenmouth,2017-06-08 12:00:34,27.05,1987580316693
Davidtown,2017-04-26 06:56:54,42.82,7235090375926
Lake Ashleyland,2017-05-03 07:58:07,32.87,7079315217765
New Judyshire,2017-10-21 09:36:19,20.92,0878086532285
Campbellburgh,2017-06-18 08:40:40,37.68,7343445021807
East Emily,2017-02-18 22:18:13,33.12,6280995660487
Foxfort,2017-01-16 18:10:21,30.0,1810132526519
West Wendyborough,2017-07-29 19:49:22,20.58,9264703781265
New Melissa,2017-05-21 01:27:05,38.5,8355913824109
Andrewsborough,2017-04-08 13:41:21,41.01,7430768124466
East Emily,2017-07-30 13:55:37,25.6,7243060145974
Swansonborough,2017-12-01 04:51:14,23.16,1941710503568
Johnsonmouth,2017-01-18 22:44:53,32.12,5895141604959
Rodriguezchester,2017-07-03 07:22:28,30.95,3411955687746
New Judyshire,2017-09-15 14:17:24,17.45,6884442981899
Andrewsborough,2017-08-15 15:50:54,24.77,6870686839706
South Charlesport,2017-08-01 10:14:15,34.43,7499659089727
South Davidfort,2017-06-05 17:49:54,38.37,8911854099008
New Melissa,2017-04-05 08:46:42,25.36,8864775637982
North Troy,2017-03-29 02:27:14,26.9,7490162379541
Lake Melissaview,2017-04-11 07:18:06,38.02,2073567858597
Michelehaven,2017-04-23 20:53:40,18.75,5784501155920
West Mark,2017-06-14 01:03:02,30.8,8860218597844
Johnsonview,2017-09-15 09:12:47,8.5,2242569480147
Davidfurt,2017-10-17 13:20:02,10.03,6328476495972
Michelehaven,2017-10-01 05:31:29,11.39,8984829266934
New Judyshire,2017-08-18 10:33:51,12.19,8179375119180
Port Misty,2017-11-21 18:03:28,34.82,4842389297635
Jamiebury,2017-05-31 17:15:15,43.24,9933707820453
South Breanna,2017-05-28 07:22:15,23.37,1076006740461
Kimberlyfort,2017-05-16 16:29:32,17.11,9788007019164
Swansonborough,2017-02-05 16:06:59,23.33,8967265813719
Davidtown,2017-09-06 03:42:30,18.81,3163060762541
Katherinebury,2017-01-21 00:39:04,16.39,9063787356433
West Sarashire,2017-08-23 09:52:21,16.46,8870790369753
Josephmouth,2017-02-23 05:32:43,44.65,5925892987299
Garymouth,2017-08-10 17:32:25,16.03,8283922763921
Michelehaven,2017-05-04 08:53:09,39.55,5008241952664
Catherineland,2017-07-07 05:39:51,37.41,6110165453239
Lake Cynthia,2017-02-05 21:47:16,37.08,9694606286961
Kimberlyfort,2017-01-18 04:20:46,6.66,2065433915664
Foxfort,2017-07-19 21:33:08,12.38,8134367644859
Dennisborough,2017-03-01 14:52:22,38.83,8178534919678
Port Jameschester,2017-09-22 14:57:59,28.83,7655717953991
Jamesview,2017-12-10 01:05:29,12.5,3090317321605
Campbellburgh,2017-06-10 11:25:01,22.89,1920727945912
Johnsonmouth,2017-09-05 16:59:15,36.73,6143666188768
Port Misty,2017-07-22 02:50:37,16.71,3829229026991
Foxfort,2017-06-23 01:34:14,10.53,4510110156680
South Jameshaven,2017-09-03 15:38:24,22.06,8139846290107
Port Lisaport,2017-02-12 06:48:16,40.42,3654707995151
Swansonborough,2017-09-10 04:09:23,41.16,4975791823496
Michaelside,2017-08-14 18:53:00,26.94,2933954974890
West Heatherburgh,2017-09-06 10:41:15,23.55,0237075524357
South Charlesport,2017-06-30 02:23:27,44.33,7634322000498
Jamesview,2017-10-17 05:23:09,4.54,1338871117138
New Judyshire,2017-07-21 11:54:04,22.49,7598514944925
Dennisborough,2017-04-29 01:53:16,5.1,8753030415611
Campbellburgh,2017-05-21 10:57:46,22.44,1026515369127
Catherineland,2017-11-01 07:29:02,41.71,3599287110177
Lake Nicholaston,2017-11-11 13:02:24,34.42,1874438881345
New Melissa,2017-11-30 09:39:54,21.13,7227492189065
Youngberg,2017-04-02 21:04:22,15.48,5017608968958
New Danielle,2017-11-30 02:14:31,26.51,3540348060665
Lisaport,2017-03-18 00:02:02,34.47,4136674097889
North Steve,2017-08-27 10:25:46,31.53,2290370380095
Kevinmouth,2017-02-24 04:37:17,14.48,1288914355365
Sharonton,2017-12-08 15:31:04,25.51,6397770444276
Stevenmouth,2017-09-04 19:50:50,22.61,7792013621848
South Davidfort,2017-05-24 12:56:23,16.44,8235392170211
South Charlesport,2017-09-03 11:04:54,44.93,1186405931329
Davidfurt,2017-03-26 19:22:55,8.99,0265483265432
Lake Kennethbury,2017-04-08 00:47:02,41.98,7653576559088
Alexborough,2017-11-12 04:12:47,37.5,1862558102624
New Melissa,2017-05-15 12:27:37,25.05,6570233434469
New Danielle,2017-10-12 23:03:49,14.07,0311953169301
Jamiebury,2017-09-24 20:06:07,38.17,1155650304752
Kingshire,2017-06-19 15:26:04,19.49,0948011206113
Catherineland,2017-06-11 16:43:23,37.73,6578255946564
North Troy,2017-08-04 23:15:14,16.98,0053323042844
Port Misty,2017-03-14 01:01:32,33.55,1675591219910
Paulton,2017-06-18 11:25:05,24.63,3923602238336
North Troy,2017-05-28 22:47:47,16.03,1384088820866
Sharonton,2017-06-06 14:44:50,43.68,7867399667817
Kingshire,2017-07-11 13:57:53,39.35,4475294480191
Andrewsborough,2017-08-01 00:46:40,43.2,2570139510124
Catherineland,2017-11-04 03:37:44,14.19,3213997356853
North Ashley,2017-09-19 18:29:33,23.97,2933698148274
Foxfort,2017-10-27 17:15:13,39.71,5761511235200
Davidfurt,2017-07-30 17:34:54,12.97,6505991458105
Sharonton,2017-02-19 15:05:35,42.2,6750882069537
East Kellyshire,2017-01-14 07:36:04,32.88,9336011118382
Kevinmouth,2017-03-10 08:59:32,35.44,2941986657131
Lake Ashleyland,2017-10-03 23:22:54,21.83,5295336632130
Ashleyside,2017-01-15 18:34:46,42.46,0119192644340
Jamesview,2017-06-09 14:01:51,18.45,9321732159424
New Judyshire,2017-02-21 20:50:21,22.47,4907133592876
Butlerville,2017-04-11 09:53:42,12.02,5910980212964
Sharonton,2017-09-04 22:38:55,31.99,1283534026060
Davidfurt,2017-09-20 05:22:19,42.84,8585205887554
North Steve,2017-08-12 23:05:05,13.4,2827016285805
Lisaport,2017-02-18 20:38:05,27.04,3391074268838
Catherineland,2017-11-09 00:10:16,15.01,0790314199612
Lake Nicholaston,2017-03-27 02:51:25,12.13,1926694573578
Port Luke,2017-06-21 08:26:38,7.65,4469789103672
New Danielle,2017-11-14 21:02:47,18.35,4789083574269
New Heather,2017-07-09 15:45:46,36.11,8827384436292
West Heatherburgh,2017-03-20 03:01:01,32.53,3429063830916
Millerton,2017-11-10 21:10:47,16.39,7617807045603
Port Misty,2017-02-03 01:20:28,31.5,0811882769103
South Breanna,2017-08-07 08:16:57,18.47,1362755589889
New Judyshire,2017-12-05 00:27:18,22.6,1022028992319
Stevenmouth,2017-02-08 01:12:36,31.51,6471343405182
Port Roberttown,2017-10-08 18:22:32,34.21,9446782878245
Kimberlyfort,2017-01-14 12:03:12,31.62,7685097367835
South Breanna,2017-06-27 18:22:40,10.76,3934793268705
North Steve,2017-11-07 00:22:27,32.71,7353243781001
Foxfort,2017-01-01 20:08:09,23.74,7701590843918
Port Lisaport,2017-07-16 07:53:11,17.91,8111325986558
Josephmouth,2017-05-25 13:41:07,9.73,0134007970872
Campbellburgh,2017-11-12 16:47:54,24.09,2392033203267
Stevenmouth,2017-10-26 14:01:35,41.41,0053328037418
Johnsonview,2017-10-05 17:31:35,7.3,9758735780308
New Judyshire,2017-11-28 18:44:27,14.81,7141371585895
Turnermouth,2017-08-23 12:27:41,28.74,6742510042203
Port Luke,2017-03-02 04:35:49,28.43,0547774707167
Johnsonmouth,2017-11-28 17:18:45,18.39,6973797822244
Alexborough,2017-07-15 13:32:39,40.38,4709741474106
Lisaport,2017-11-15 16:30:26,27.31,0812946661548
Port Jameschester,2017-02-26 22:10:39,18.15,5864606989115
Michelehaven,2017-02-01 17:13:53,25.49,2525410679502
Andrewsborough,2017-06-25 03:41:04,27.67,2364318222355
Paulton,2017-01-30 03:08:06,20.0,9789217955457
Andrewsborough,2017-10-22 22:22:39,5.93,4245730822768
North Ashley,2017-06-08 18:33:24,38.78,1110581451432
Bellfort,2017-01-26 21:37:07,12.61,0030718806748
Kevinmouth,2017-10-17 00:35:45,31.04,8415717455616
Campbellburgh,2017-08-25 13:16:34,39.18,0877218570140
Burgessside,2017-10-14 02:33:31,8.36,7324343940797
Jamiebury,2017-10-21 23:10:38,42.72,8381900563157
West Sarashire,2017-02-20 18:14:55,37.37,8304491985375
Gailstad,2017-05-11 18:36:11,28.77,5730925724303
New Judyshire,2017-03-20 18:40:25,14.1,5076607900673
Lake Ashleyland,2017-10-02 11:27:58,23.24,2971063243339
Stevenmouth,2017-12-10 10:39:30,14.95,0908175017307
Lisaport,2017-02-24 12:35:17,12.59,0811828217484
East Lanceshire,2017-11-05 20:54:44,29.78,2415660548034
New Melissa,2017-04-04 18:07:19,10.74,2966641866802
Youngberg,2017-10-16 12:17:17,29.16,8542546850142
Jamesview,2017-12-05 01:17:47,31.08,7192738467682
East Lanceshire,2017-01-31 03:49:58,28.99,4514813458195
Michelehaven,2017-05-14 23:18:43,27.92,0789213090120
New Melissa,2017-12-08 05:16:14,33.15,6986620196368
Garymouth,2017-05-26 01:27:33,26.99,7145550491366
Stevenmouth,2017-04-08 17:17:08,44.38,4346027949387
Kimberlyfort,2017-07-26 13:49:52,39.92,8764077325054
Johnsonmouth,2017-08-20 21:42:59,31.18,1081003540891
Jamiebury,2017-03-20 14:12:54,26.01,3150596224223
Duranmouth,2017-02-01 19:54:28,7.93,4041253002133
Paulton,2017-11-04 07:32:23,27.21,3473160182409
Burgessside,2017-04-06 22:18:36,9.01,2096353245074
Lake Kennethbury,2017-01-13 08:02:22,13.63,7057847840552
Gailstad,2017-07-07 01:35:27,29.23,7419571657699
Swansonborough,2017-01-25 07:35:21,14.25,1929487187532
Butlerville,2017-07-10 02:46:58,23.63,5944352231840
Gailstad,2017-03-06 16:05:07,6.57,9762489274488
Jamiebury,2017-05-09 17:51:22,32.05,8113003244936
Youngberg,2017-11-27 21:27:14,29.65,5958048303728
Foxfort,2017-03-12 11:05:35,41.21,0379137319713
Kevinmouth,2017-02-23 22:53:11,14.41,1350275389737
East Kellyshire,2017-08-18 11:18:47,31.39,5663909008468
Lisaport,2017-09-12 20:41:19,34.77,9868959205706
Sharonton,2017-04-25 02:05:18,14.05,8519520071725
Port Tyler,2017-05-18 20:57:38,17.12,0570059297701
Port Misty,2017-02-26 18:06:06,38.72,3591879604583
Lake Ashleyland,2017-02-04 01:50:14,8.91,4829313308094
Port Tyler,2017-02-21 16:15:40,24.48,5663684002408
West Mark,2017-09-20 03:58:05,30.85,7728532606028
Gailstad,2017-09-16 17:28:07,13.5,8413394882800
Youngberg,2017-08-04 23:08:52,17.85,4018281430139
Gailstad,2017-05-25 12:00:11,10.09,0335487914114
West Sarashire,2017-03-26 12:18:53,39.43,3786297720759
Alexborough,2017-02-23 17:17:43,41.02,9167431954850
Gailstad,2017-10-15 02:28:46,30.82,6237415592071
Dennisborough,2017-05-11 02:59:47,42.93,6482114012836
Port Tyler,2017-01-24 21:45:54,24.46,4085504176358
Duranmouth,2017-01-05 08:10:17,28.58,7963822351121
Alexborough,2017-09-27 09:06:25,19.05,6941640886163
Port Roberttown,2017-01-02 02:42:20,30.5,0237301849179
Paulton,2017-09-03 02:05:21,39.41,2060876682227
Katherinebury,2017-03-23 03:12:17,32.95,6949337469774
Port Jameschester,2017-01-20 22:23:15,26.0,6867490771629
Foxfort,2017-11-19 04:31:44,40.06,7552574612613
Bellfort,2017-10-13 05:12:40,27.44,0596809712829
Ashleyside,2017-08-23 00:52:25,21.91,5332252698847
New Danielle,2017-06-03 02:45:02,20.22,8625940004325
Sandersmouth,2017-04-26 03:20:43,34.98,3066837611250
East Lanceshire,2017-03-08 20:47:23,39.18,6400792163558
Port Tyler,2017-05-28 11:45:19,26.07,0613087806764
North Troy,2017-09-17 09:31:53,12.73,9451029200437
North Ashley,2017-12-08 08:31:17,28.44,7524444414849
Turnermouth,2017-06-09 03:12:05,40.51,5150695130010
Port Roberttown,2017-08-19 01:57:29,34.05,1523160791681
Duranmouth,2017-01-24 02:37:01,5.34,6744942493226
Johnsonview,2017-08-21 21:33:16,25.09,8792004850690
Port Luke,2017-01-03 03:02:47,38.92,3937667098163
South Breanna,2017-09-03 12:16:16,42.3,6110391641042
Stevenmouth,2017-11-28 09:57:48,25.66,2881305970070
Johnsonview,2017-11-21 05:11:05,25.65,4354019900063
New Judyshire,2017-06-10 00:03:19,24.11,1106645299201
Bellfort,2017-05-25 18:58:21,29.41,7332228488210
New Heather,2017-05-03 00:52:30,40.89,0598468747570
New Judyshire,2017-10-12 03:27:19,4.04,2334491771322
New Judyshire,2017-09-22 10:42:42,33.32,9982625175381
New Judyshire,2017-01-08 06:19:48,33.77,7555445397640
South Davidfort,2017-10-30 09:39:35,32.75,2290574691737
North Steve,2017-05-20 13:26:53,35.28,7691271024241
Butlerville,2017-04-22 15:14:58,18.98,1440121460205
Jamesview,2017-02-16 18:32:15,40.25,9653227224790
New Heather,2017-04-19 01:51:05,24.25,7133221262315
Garymouth,2017-09-06 06:12:53,19.76,9138702326904
Kingshire,2017-09-05 11:19:04,6.93,7520315506569
Ashleyside,2017-05-05 02:58:28,11.82,2292288454127
Lake Nicholaston,2017-02-05 09:10:40,37.44,5422471579369
North Troy,2017-10-09 17:08:10,39.92,4727661392942
Lake Cynthia,2017-11-26 14:42:42,13.68,6843575530893
Lake Nicholaston,2017-03-26 03:43:34,37.65,1357991852835
Gailstad,2017-07-14 22:44:59,19.46,6329725967950
Michelehaven,2017-08-09 20:02:44,30.8,9090569807579
West Sarashire,2017-02-09 20:53:02,32.7,4804270977217
Millerton,2017-07-30 22:57:13,15.04,9496213978419
Paulton,2017-08-24 07:34:22,31.14,8340135416645
Stevenmouth,2017-04-07 15:41:25,20.58,9891453253300
West Heatherburgh,2017-08-22 01:11:32,29.28,7823279261124
Foxfort,2017-08-13 03:31:45,22.63,2527182202964
Johnsonmouth,2017-05-20 02:24:47,43.62,8352761834557
Matthewmouth,2017-10-09 07:12:24,44.84,8387052087633
Turnermouth,2017-11-28 17:11:04,29.48,9158179750989
Bellfort,2017-06-27 16:09:04,26.87,6439651366052
North Troy,2017-02-03 19:03:46,6.62,3330527710760
Port Luke,2017-01-05 00:12:20,36.85,6563074479089
Alexborough,2017-12-01 12:24:17,43.86,9311655186553
Paulton,2017-06-14 21:23:58,17.32,7011886797765
South Davidfort,2017-02-13 02:00:02,7.75,6598308204069
Sharonton,2017-07-14 14:44:34,11.11,8977687409162
East Lanceshire,2017-06-30 21:18:13,35.25,1671980005317
Matthewmouth,2017-02-20 02:43:08,26.66,9761068465101
North Steve,2017-09-22 01:25:29,19.41,8569868053846
East Emily,2017-04-21 23:36:28,14.25,3089803874787
Sandersmouth,2017-08-27 05:31:01,4.57,0389825519158
Lisaport,2017-02-28 14:06:35,33.27,3110062340024
Turnermouth,2017-11-13 22:57:56,22.22,7649312670278
Alexborough,2017-05-21 06:49:14,40.76,2458835786916
Josephmouth,2017-08-26 04:40:39,7.41,1578522984638
Swansonborough,2017-03-31 10:51:18,29.54,6143500805394
Katherinebury,2017-08-07 22:16:54,38.99,6525269654398
West Mark,2017-09-14 03:52:52,15.84,7561182047878
Swansonborough,2017-07-26 04:22:37,5.63,0082262596248
New Judyshire,2017-05-01 22:47:32,32.51,1448741404180
Butlerville,2017-03-19 17:00:58,14.31,7612553783427
New Melissa,2017-07-15 01:56:29,35.23,5054405218275
Gailstad,2017-03-16 21:09:00,12.45,0287401778770
South Jameshaven,2017-09-13 14:21:22,14.19,4652387486999
Port Lisaport,2017-09-01 05:00:11,34.39,9368321646385
Millerton,2017-10-10 17:27:06,38.14,9178185875698
Davidtown,2017-04-19 14:38:14,4.84,0709737999877
Garymouth,2017-11-05 06:59:12,9.64,9052785700744
Dennisborough,2017-01-06 00:59:01,36.51,4716486407344
